YEAR,SC,CD,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL,PREVPARTY,PREVCANDVO,PREVTOTVO,PARTY,CANDIDATEVOTES,TOTALVOTES,ISTEST,,
1990,71,13,16,57756,216356,11520,34720,1,0,0,102309,2171,5432,17284,14.69,54123,33545,21739962,100,23076,95627,0,27072,0,0,982,0,5263.84,526384,0,0,5037,8817,11352,25.4,525847,0,74652,53340,0,143980,214522,0,97286,167646,0,1,
1990,42,3,11,133240,13619,11767,55831,0,0,0,108607,14985,6089,8416,7.19,7628,33489,185656,14089,16940,61651,0,14337,1,1,381,0,40.67,572937,0,38757,10460,8346,15544,13.2,264176,180,74644,45690,1,161623,216390,1,129876,184208,0,1,
1986,61,2,14,80878,16619,30225,42043,1,0,0,108038,7710,10758,9720,0.81,56052,45504,14180844,14169,20718,32697,0,15802,1,1,5531,0,38.34,543217,0,2339,14028,7860,18262,12.8,489025,325,64249,44403,0,106332,121215,0,77239,105407,0,1,
1980,1,2,1,44350,8705,11501,75347,0,0,0,118544,2573,6626,10978,1.41,30646,34611,0,1834,13087,69385,1,10885,3,1,14119,1,275.62,505493,0,6757,14898,3614,7530,27.5,238894,723,57185,33055,0,116624,166814,0,119176,223311,0,1,
1996,1,5,1,70446,32900,26106,35472,0,0,0,73942,2817,4342,21939,24.75,44396,32443,4602,586,19397,69584,0,51420,0,0,214,1,934.99,547907,0,403,8704,10042,14600,18.9,427681,0,362633,58749,1,93471,179053,0,105359,215130,0,0,
1986,3,6,1,111071,36234,4902,39824,0,1,0,97115,2604,6813,14675,5.78,34335,39413,29945,447,24520,69126,0,22131,0,0,267,0,1160.72,518841,0,435,8080,9530,11892,19.7,461486,0,74381,49052,0,168662,239649,0,131051,173704,0,1,
1984,5,1,1,108515,7757,11739,50390,0,1,0,75166,1612,6767,10661,5.78,51687,31062,5,276,14915,71671,0,19387,4,0,5499,-1,1719.26,474516,0,438,9380,5700,15131,19.4,444585,0,63728,40806,0,97254,160131,0,130584,190610,0,1,
1982,22,6,4,88419,36268,16486,46499,1,0,0,111736,5718,6160,18368,21.93,8450,30959,8775,2922,17768,70788,0,23466,0,0,721,1,185.14,540986,0,25970,7031,7530,17659,25.1,343677,0,71755,53490,0,99089,197391,1,131100,201864,0,0,
1994,44,3,5,58028,90100,105042,50939,0,0,0,101018,3986,12323,17769,1.52,13017,47526,37921,3828,21002,51603,0,36742,1,1,3875,0,154.65,592002,0,5415,14201,-1,14669,12.7,238575,0,660946,62590,1,114107,208378,1,94717,144545,0,1,
1980,25,1,7,47330,17532,16137,79305,0,1,0,125351,6156,2695,8217,1.24,18289,22272,10001,1964,15628,77127,0,10478,1,0,397,1,249.91,490817,0,22980,3949,4258,9307,33.3,341580,0,52246,34423,0,77146,141585,0,126222,224442,0,1,
1996,46,2,8,66510,24400,324340,37776,0,0,0,109875,11506,7131,7019,367.41,1909,38387,159713,12251,15642,35588,0,19236,0,0,546,1,41.99,514469,0,13794,15614,5635,22269,9.3,36186,0,228493,35019,0,68014,126692,0,102503,171933,0,1,
1980,25,2,7,47750,17532,3441,56629,0,0,0,115869,17068,5385,12804,1.24,12953,50812,10001,5510,16103,36154,0,10397,1,0,349,0,89.1,490941,0,64705,29324,3722,6349,33.3,289703,438,49003,38808,0,99631,172762,0,142037,263138,0,1,
1990,23,4,3,89248,56621,37264,51861,0,1,0,108115,8355,2656,7758,1.17,13992,29223,693643,3374,20865,76228,0,19564,0,0,235,1,152.54,514681,0,24256,5702,6018,23069,33.7,198857,0,62279,38844,1,132270,186703,1,75850,131302,0,1,
1986,45,8,8,84104,30829,201006,37843,0,0,0,109223,6647,6840,7045,57.97,5181,40933,9933,7303,16690,28537,0,15587,1,1,3278,1,71.87,524851,70715564,13845,17403,7205,14258,13.8,248639,338,49184,33373,0,1,1,1,102276,199140,0,0,
1984,66,1,12,56659,7766,8992,22328,1,0,0,82847,2343,15564,12872,0.47,18108,43147,12956222,9859,14897,17352,0,18951,1,1,5064,-1,44.03,434141,0,1567,12686,7282,13758,12.8,404691,370,61546,43190,1,74459,141993,1,115808,178342,0,1,
1986,64,1,10,65299,6207,504,22562,0,0,0,78215,9865,9891,7676,5.09,8776,40368,9287897,55841,14822,15196,0,18429,0,0,266,0,7.04,393298,0,16755,15655,8111,18314,21.7,201438,129,55469,34451,0,126998,193452,0,98501,159731,0,1,
1992,61,5,14,91136,37100,18117,22475,1,0,0,87981,5105,13518,16793,0.95,43034,54628,16179743,12691,21151,23902,0,-1,2,2,11398,0,48.15,611128,0,1511,19959,8867,16945,12.8,406384,0,444751,62479,1,138975,214617,1,172867,259813,0,1,
1990,47,6,5,87753,29810,109555,69775,0,0,0,104555,3835,4679,12640,1.61,5752,33533,356980,1632,15992,98305,0,18718,0,0,176,0,324.53,529635,0,6850,12862,9851,12995,8.9,342892,0,65099,50980,1,116534,186542,1,125392,188305,0,1,
1986,3,4,1,108542,36234,5067,43139,0,1,0,94857,1646,5943,14692,5.78,56749,36143,29945,501,21489,70322,0,22758,1,0,365,0,1041.92,522003,0,771,8711,6365,12280,19.7,435213,0,64699,45550,0,172903,233032,0,134387,166835,0,1,
1992,44,3,5,58028,90100,105042,50939,0,0,0,101018,3986,12323,17769,1.52,13017,47526,37921,3828,21002,51603,0,-1,1,1,3875,0,154.65,592002,0,5415,14201,28791,14669,12.7,238575,0,660946,62590,0,72961,115522,1,114107,208378,0,0,
1994,71,32,16,65453,328500,231149,35975,1,0,0,84158,3825,7608,20605,99.34,172086,41969,21892142,47,24235,38521,0,31990,0,0,370,0,12183.62,572630,42049893,0,10126,-1,24063,25.4,572630,0,2856770,49698,0,150644,172812,0,98017,126306,0,1,
1988,3,1,1,108119,36234,6145,45177,0,0,0,93637,4012,5621,10641,5.78,24677,46194,29945,2715,21389,67226,0,19567,1,0,292,1,192.46,522540,0,3434,19184,6973,14659,19.7,360541,539,70664,44190,1,113653,151960,1,186356,225291,0,1,
1996,34,5,10,77803,68500,134654,39376,1,0,0,76837,2012,15798,23295,7.56,13457,40451,65401,373,17356,40551,0,33443,2,0,599,0,1526.24,569289,0,221,7297,14521,18434,26.6,562584,288,592896,60206,0,100391,177511,0,144223,213971,0,1,
1988,25,6,7,109893,30026,1288,56873,0,1,0,96097,16996,4490,7772,6.9,7752,28959,55075,6869,18664,77552,0,19918,1,1,448,1,76.07,522559,0,44094,5805,7494,16074,24.5,265216,772,66222,43564,1,124328,128639,1,165923,223495,0,1,
1984,31,3,7,96941,25468,10524,39265,0,0,0,89766,21967,3951,8226,6.9,8419,42012,1648,8934,16447,49137,0,20496,0,0,134,-1,54.35,485529,0,71186,21614,6409,10967,20.5,265913,326,56509,44228,1,104072,187675,1,133737,220311,0,1,
1980,13,29,2,52915,164253,8387,65803,0,0,0,110994,4615,4750,11009,2.32,18314,33431,22418,4684,14348,45392,0,9621,0,0,871,0,99.86,467767,0,12548,14333,6044,7051,40.2,213020,0,55593,31905,1,90572,184223,1,124156,212328,0,1,
1980,3,3,1,51567,18524,4419,71496,0,0,0,111930,997,3664,13736,1.41,34512,25155,27131,543,15255,65805,0,10863,0,0,403,0,864.54,469443,0,1979,6236,4432,7243,27.2,356755,0,58193,37325,0,119337,158730,0,141560,195783,0,1,
1994,71,39,16,53299,328500,14549,37124,1,1,0,88030,3391,5397,23231,99.34,125308,34880,21892142,104,21387,68491,0,50777,0,0,1140,0,5518.66,573941,47559089,0,8096,-1,13964,25.4,573918,0,2856770,68732,1,122472,213684,1,113641,171244,0,1,
1986,71,7,16,78548,216356,56964,31012,0,1,0,98732,3217,10769,21195,14.69,44095,41786,21739962,627,23660,39356,0,24684,1,0,2199,0,838.92,526004,0,1051,7357,13031,16320,25.4,508318,401,75753,52297,0,158306,237291,0,124174,186553,0,1,
1980,54,6,6,45887,15434,64705,75712,1,0,0,110164,9224,7884,9498,11.21,2253,27018,256012,10066,13355,54405,0,7151,0,0,8466,0,46.92,472341,0,56750,5779,5451,7444,23.5,208967,0,45079,31245,1,114630,153591,1,127945,128511,0,1,
1990,1,3,1,103570,16110,53548,42028,0,1,0,88809,1509,7146,14362,5.78,35932,34237,2386,394,19837,66702,0,22267,1,0,280,0,1316.59,518737,0,340,7254,9848,14669,18.9,459588,641,69895,47947,0,147394,221669,0,90772,174212,0,1,
1996,24,17,4,90678,132900,55514,51625,0,0,0,88742,3233,3195,10811,15.61,12961,24170,16784,1345,14781,61366,0,30413,0,0,553,0,424.51,570963,0,4881,6194,10074,19678,27.4,366045,0,1216668,57002,0,149004,192494,0,218283,239968,0,1,
1996,40,5,2,80354,74400,139457,72907,0,0,0,84347,9283,4673,10896,28.01,6497,40710,161198,8826,17936,88525,0,29727,0,0,609,0,63.71,562273,0,18492,18101,8929,11923,10.9,129000,0,689418,46479,0,95308,178897,0,120323,197923,0,1,
1996,71,47,16,61461,328500,10395,22555,0,1,0,75829,2494,5386,36582,99.34,101166,34958,21892142,304,19771,55389,0,59936,2,2,6000,0,1880.28,571605,0,46,9801,9652,10812,25.4,568981,0,2856770,65545,1,154071,214997,1,160078,243777,0,1,
1992,47,2,5,76190,104000,130729,55410,0,0,0,90828,9686,6495,14222,1.52,10085,45109,359282,4134,15630,70002,0,-1,0,0,2449,0,133.65,588375,0,15186,22984,7824,12451,8.9,108587,267,707899,56826,0,130979,175242,0,113693,211569,0,1,
1980,12,3,2,52793,25333,39225,50944,0,1,0,114789,1046,12150,16307,2.32,30659,29420,17109,447,13777,35444,0,11291,1,1,9893,0,1063.98,475599,0,2508,3493,7023,7461,31.2,389939,0,55708,34702,0,83349,148955,0,106269,212830,0,1,
1984,54,5,6,93512,28086,111164,39873,1,0,0,80948,2787,8662,17784,0.13,8200,44439,261151,977,20545,43408,0,19528,0,0,459,-1,526.95,514832,0,5260,15232,11866,13317,17.3,482151,446,64317,52924,0,109282,136349,0,138233,138286,0,1,
1980,14,9,2,51724,55542,4377,86571,0,0,0,107505,7823,8710,7470,2.32,4083,27582,13017,5579,9369,56964,0,8124,1,0,493,0,83.89,468008,0,28998,9503,11723,7066,40,163009,174,51420,30189,1,101151,135033,1,157241,157241,0,1,
1994,51,2,4,70181,45500,33349,61530,0,0,0,105022,13702,10866,11683,15.61,6484,37013,158468,7761,13105,63843,0,27031,1,1,14862,0,79.27,615184,0,50022,13042,-1,18366,20.4,113163,0,368031,56047,0,126894,206578,1,90535,151402,0,0,
1996,34,4,10,82955,68500,18319,45409,1,0,0,91300,14473,9478,11888,7.56,6343,44313,65401,14101,13213,42182,0,27440,2,2,13100,0,40.37,569295,0,43333,21622,10851,14571,26.6,34950,0,592896,50102,0,137876,203492,0,153566,240789,0,1,
1992,71,8,16,78265,328500,73442,29165,1,0,0,53524,1578,12009,33060,99.34,193299,40174,21892142,34,18446,29558,0,-1,2,1,4601,0,16858.59,573192,0,0,9719,17742,20019,25.4,573192,0,2856770,65324,0,119645,195189,0,191906,232691,0,1,
1990,49,17,13,130974,152838,16823,42996,0,0,0,101956,18184,5189,8729,3.12,10989,33488,993895,31592,19553,32482,0,16778,1,1,4981,1,16.68,526928,0,39447,8746,8666,7130,12.5,304508,220,64566,43932,0,149064,149064,0,104100,104100,0,1,
1990,43,3,5,79725,59373,139941,35823,1,1,0,98503,2730,12036,20070,1.61,13443,39481,2083517,1276,20641,26054,0,16918,4,3,14563,0,401.76,512642,0,761,6804,16145,13625,9.6,482002,0,70336,48471,0,1,1,0,84280,116007,0,1,
1996,61,2,14,59168,37100,41401,43448,1,0,0,127714,10985,10827,9345,0.95,105585,43562,16179743,17710,20558,32097,0,22650,4,2,6031,0,34.46,622956,0,1695,12177,10613,28046,12.8,492483,205,444751,51390,0,62589,100446,0,81982,126101,0,1,
1982,53,6,11,111502,29628,49326,37829,1,0,0,95910,16935,11740,10333,7.19,7628,41454,9108,25638,19313,25706,0,17687,1,1,2644,0,19.63,503181,0,37464,10401,10466,6742,12.9,329688,423,64740,44921,0,111694,172674,0,102811,136330,0,1,
1990,24,4,4,94470,62434,17491,57262,0,0,0,103813,8194,3058,9163,21.93,6726,26383,14065,3972,18542,76788,0,19783,1,0,120,0,129.58,514693,0,38231,4783,7835,18833,27.4,286246,0,63868,41831,1,160099,160637,1,103897,168364,0,1,
1992,40,4,2,65045,74400,181667,42198,1,0,0,91807,6184,24438,13283,28.01,10207,61970,161198,5655,23040,48204,0,-1,4,2,12326,1,99.59,563206,0,10198,14492,10515,12749,10.9,334404,0,689418,50969,0,71051,90731,0,147649,215960,0,1,
1980,62,2,10,27806,8765,1698,49392,1,0,0,109178,1533,10536,17053,4.96,11848,35282,8889723,1541,14854,33585,0,11201,0,0,656,0,285.14,439399,0,3516,9892,6377,6530,25,386387,0,52329,38549,0,98889,186961,0,153550,272270,0,1,
1980,34,10,8,56065,21191,25156,67371,0,0,0,111851,11080,3994,7865,32.29,1449,20545,82547,11156,9356,38628,0,7048,0,0,261,0,41.84,466731,0,48451,7195,6144,9159,37.5,166226,176,46689,32024,0,99148,151835,1,116167,210632,0,0,
1988,34,1,8,121537,40975,281354,40521,1,0,0,95240,1200,13241,12353,57.97,13473,42783,54412,161,21013,47981,0,18108,1,0,705,0,3391.53,546037,26620294,107,8529,13176,26207,26.6,542650,0,64937,41225,0,91044,137643,0,140751,196658,0,1,
1996,24,12,4,53691,132900,132712,34825,1,0,0,90290,2962,9396,29274,15.61,14257,44867,16784,1022,18377,38622,0,37089,1,0,733,0,559.04,571341,0,4322,17094,10643,14522,27.4,456915,0,1216668,64127,1,114608,172345,1,151667,237434,0,1,
1988,24,18,4,105757,62434,10288,57334,0,0,0,102449,5221,3003,6476,21.93,7982,24399,14065,4859,16418,63098,0,19159,0,0,101,0,105.79,514011,0,16549,4978,7368,17979,27.4,223619,0,70440,37314,0,126526,126526,0,151306,194934,0,1,
1980,31,3,7,59142,13370,7370,56735,0,0,0,112982,25192,2644,9441,1.24,6591,23228,1640,9756,14825,38584,0,8911,0,0,104,0,48.37,471886,0,97921,5759,5065,7807,24.5,245162,0,49874,38024,1,103659,138539,1,107869,209945,0,1,
1994,71,9,16,68177,328500,182452,25888,1,0,0,71127,2860,14526,20613,99.34,110014,56840,21892142,72,23397,26175,0,36561,5,2,11002,0,7967.63,573669,0,0,18917,-1,19809,25.4,573669,0,2856770,47100,0,164265,228467,0,129233,178875,0,1,
1994,49,25,13,39502,184000,152336,36140,1,1,0,101136,2397,6740,18161,8.95,67255,36907,1054354,296,17595,39871,0,35899,0,0,536,0,1909.47,565202,114465835,91,12572,-1,19788,12.5,554580,0,1650800,63407,0,98975,176877,0,61959,118529,0,1,
1992,24,8,4,65841,132900,15753,55350,0,0,0,95627,6342,4017,14223,15.61,6545,27562,16784,2728,15354,81304,0,-1,0,0,402,0,209.25,570837,0,25351,8191,9808,13410,27.4,227974,0,1216668,58650,1,99955,163539,1,176362,238395,0,1,
1988,62,2,10,41516,20091,3909,36404,0,0,0,98506,2779,9688,14825,5.09,16697,40194,8892807,1442,18765,50950,0,24050,0,0,402,0,333.9,481483,0,2296,11741,12526,10846,18,437168,0,65424,56383,0,91223,177255,0,147437,235015,0,1,
1994,43,11,5,67189,150200,96432,35670,0,0,0,72860,4676,7636,25838,1.52,45203,41387,2198321,252,22845,28128,0,31197,1,1,4830,0,2231.32,562293,46791622,140,10906,-1,15316,9.6,554201,538,1631335,71337,0,100984,191354,0,76821,148959,0,1,
1986,49,22,13,46933,152838,50529,32487,1,1,0,92679,3439,4188,21747,3.12,42187,28974,993895,2143,17504,52158,0,25922,0,0,336,0,245.73,526595,90669169,3854,7282,9518,7747,12.5,439278,0,64914,57967,1,125225,191751,1,76459,106538,0,1,
1982,49,6,13,101110,152838,57086,39953,1,0,0,108023,8274,5911,12283,3.12,12858,42344,993895,10678,19517,39750,0,20044,0,0,527,0,49.4,527499,90669169,18573,16916,11184,7718,12.5,286307,0,63461,46183,0,144816,204319,0,91546,96834,0,1,
1982,71,13,16,57697,216356,11565,34778,1,0,0,102529,2171,5432,17301,14.69,54179,33542,21739962,100,23056,95738,0,27065,0,0,989,0,5267.8,526780,0,0,5054,8836,11383,25.4,526481,0,74673,53345,0,132246,224609,0,110805,168164,0,1,
1990,43,19,5,70703,59373,61909,20307,1,1,0,86306,7229,8899,21863,1.61,99620,37388,2083517,2258,22546,17740,0,22368,3,1,8541,1,227.17,512944,0,1088,5943,18760,9600,9.6,480069,0,65084,53717,0,135355,186983,0,87696,141492,0,1,
1986,71,38,16,58394,216356,12870,55909,0,0,0,104513,4363,6236,13414,14.69,112535,28896,21739962,75,17363,79940,0,21885,0,0,1338,0,7012.6,525945,0,0,5297,10007,14280,25.4,525945,0,64391,53341,1,86545,162797,1,66032,119464,0,1,
1990,3,8,1,112289,36234,23682,29560,1,1,0,53379,1107,8437,19701,5.78,81843,40008,29945,54,19749,43493,0,19973,1,0,514,0,9656.57,521455,0,0,11822,9177,12284,19.7,521548,0,52428,46040,0,165745,206189,0,125479,186407,0,1,
1980,23,16,3,41332,34585,39561,80237,1,1,0,113278,152,3669,13516,0.78,43240,18411,580528,80,13160,75928,0,11800,0,0,274,0,5839.6,467168,26487866,0,1582,8664,9755,43.5,467168,680,57301,34579,0,93387,122111,0,105844,151465,0,1,
1994,13,10,2,56748,770500,353595,28272,1,1,0,98666,570,7787,26120,28.01,119163,57535,14427,16,40117,22921,0,26177,0,0,457,0,36331.94,581311,127030215,0,9631,-1,28566,35.8,581311,0,1650271,28857,0,93801,160115,0,74264,116192,0,1,
1996,43,10,5,147116,150200,52476,28297,0,0,0,57560,3705,6233,22764,1.52,38848,28736,2198321,150,18056,35271,0,31582,0,0,1234,0,3748.67,562301,0,0,4447,8151,10225,9.6,562284,587,1631335,61769,1,1,1,1,114443,171820,0,1,
1986,21,1,7,86311,130219,477789,34239,1,1,0,103788,399,14899,13111,6.9,13031,51183,40,32,27029,32501,0,14017,0,0,224,0,16217.06,518946,22610102,0,9255,16323,28574,27.5,518946,0,50601,26694,0,177438,185534,0,122376,126948,0,1,
1986,49,10,13,72226,152838,54556,27679,1,0,0,91577,4254,10776,17590,3.12,22614,74450,993895,4206,21984,29194,0,19457,1,1,4719,0,125.34,527189,0,6367,41690,5306,9845,12.5,424914,0,61360,50833,0,186447,186785,0,135863,187863,0,1,
1986,40,10,2,64952,29834,35107,15850,0,0,1,91463,2885,65354,22455,16.53,59560,90106,289424,738,20034,15574,0,31287,3,1,9991,0,725.08,535111,0,2339,4718,9788,7961,10.9,499141,0,81076,44001,1,158528,253625,1,95724,159023,0,1,
1980,48,3,5,36856,4873,98183,99359,0,0,0,102683,4095,3417,6892,1.19,1272,19365,3980,5868,9148,85859,0,8002,0,0,722,0,74.03,434427,0,13542,6800,2706,5803,11.6,160021,0,43108,24200,0,80968,98892,0,87680,146638,0,1,
1990,14,5,2,80664,98577,57483,44259,0,0,0,89841,4044,5951,14246,16.53,18113,30020,34405,700,17330,75757,0,23967,0,0,273,1,736.48,515536,27417581,3733,6739,8102,13292,27,362827,1044,70744,43681,1,153453,196211,1,75097,131489,0,1,
1990,13,2,2,65070,326416,44296,39264,0,1,0,121213,2237,7417,14560,16.53,38548,45255,28662,166,25781,49800,0,23647,0,0,119,0,3104.87,515409,0,0,12057,16404,14768,35.8,514744,0,68541,44381,0,104765,174618,0,56722,110005,0,1,
1992,14,19,2,75385,190400,14711,63230,0,0,0,80694,5711,10798,15561,28.01,8909,33574,94068,1926,13483,74169,0,-1,2,0,1708,0,293.76,565789,0,10212,9293,12727,9796,27,212312,0,1402128,64096,1,96336,96336,1,98599,217587,0,1,
1986,21,19,4,110363,130219,19821,42861,0,0,0,89603,13138,5523,8912,21.93,9778,47085,40,8364,17520,44721,0,18826,0,0,306,0,61.97,518350,0,46943,24042,8550,18862,27.5,301606,855,62238,45220,0,117634,225103,0,111105,167291,0,1,
1984,41,6,5,109252,20280,190432,40231,1,0,0,98967,1368,8912,17626,1.61,6099,38518,9448,617,19134,40738,0,18668,0,0,350,-1,897.85,553972,0,421,10472,10960,16722,18.2,506861,417,68952,53468,0,88029,165387,0,130973,219710,0,1,
1996,21,7,7,57353,212000,375507,33893,1,1,0,99299,649,10244,21902,7.03,34448,37967,399,50,19288,36406,0,28513,0,0,507,0,11440.78,572039,0,0,8435,16357,34413,27.5,572039,1044,1125388,40955,0,93457,117468,0,149568,181095,0,1,
1992,56,2,4,86109,19900,19829,43969,0,0,0,100433,6124,8503,12516,15.61,4549,42682,31956,9455,15332,37163,0,-1,0,0,746,0,63.24,597921,0,10270,18847,9778,20143,28.9,163224,281,204959,50232,0,63174,113882,0,143988,203090,0,1,
1992,66,3,12,57052,12800,5962,27744,0,0,0,124412,6813,21679,10071,2.53,14523,65416,13157802,49308,19295,15899,0,-1,1,1,3786,0,10.24,605421,0,8572,24442,7881,23278,12.8,106131,0,175922,49023,0,104225,139976,0,122850,182217,0,1,
1994,44,7,5,64220,90100,75448,63908,0,0,0,97961,4150,5641,15147,1.52,8259,36946,37921,3703,19354,72134,0,33046,2,1,1144,0,158.77,587917,0,5716,11951,-1,15342,12.7,224766,0,660946,60179,0,111374,194289,1,71265,137243,0,0,
1980,31,1,7,52865,13370,6843,60789,0,0,0,106692,15453,7771,10471,1.24,7255,35041,1640,6676,14012,45891,0,9594,1,0,250,0,70.59,471260,0,62423,13258,4843,7379,24.5,304058,364,51447,39273,1,79940,125955,1,133349,208111,0,1,
1986,14,4,4,98238,98577,13989,53133,0,0,0,98164,4338,5379,6767,21.93,11280,27769,34405,2672,14730,61206,0,20300,0,0,150,0,192.93,515514,0,8352,7660,10347,18220,27,217716,272,70432,37953,0,114040,200809,0,86133,142594,0,1,
1980,63,1,17,36475,3028,605,44346,0,0,0,88063,11066,5369,8132,7.73,6885,23240,12071543,39385,9612,21866,0,8466,0,0,382,0,9.06,356859,0,35437,8259,4008,8599,22.1,189523,0,41359,29124,1,86680,144652,1,116845,217542,0,1,
1988,33,2,7,128760,36769,341,36036,0,0,0,98579,38860,3510,7484,6.9,7911,32531,196386,18741,22310,35491,0,16935,0,0,110,0,27.19,509511,0,121636,6711,7256,12273,24.5,172080,0,57675,45997,1,100249,194315,1,131639,227701,0,1,
1992,43,14,5,144033,150200,31618,25550,0,1,0,64379,9865,3173,22679,1.52,37325,27593,2198321,3493,18727,13900,0,-1,0,0,354,0,161.03,562594,0,867,5693,9002,9215,9.6,361713,0,1631335,59387,0,156055,236304,1,220351,268511,0,0,
1988,71,8,16,102027,216356,139536,22422,1,1,0,78056,2590,13112,20983,14.69,65022,57014,21739962,165,23737,29438,0,23105,0,0,1297,0,3185.98,525687,0,10,20165,12201,18523,25.4,523870,0,64558,43507,0,121790,202935,0,163221,245196,0,1,
1980,71,27,16,20721,104277,6234,41400,1,1,0,130596,3252,8486,20078,16.92,34183,28075,19836032,422,14654,41837,0,13811,0,0,5254,0,1099.85,464135,30746362,610,4935,3095,11380,35.7,452860,0,57902,37930,1,89392,175272,1,109807,215316,0,1,
1996,44,10,5,65924,90100,220672,53813,0,0,0,104205,6397,14605,10601,1.52,10148,57833,37921,5114,18549,-1,0,29122,1,1,10686,1,115.7,588046,0,11776,24679,7784,15015,12.7,220540,0,-1,46367,1,96099,147291,1,96723,184777,0,1,
1982,52,5,2,47581,19362,183878,27586,0,0,1,99727,1930,63135,15592,16.53,33656,103521,34476,308,25779,17927,0,25635,2,0,4094,0,1712.35,527404,0,1040,14607,13285,12510,18.6,509144,0,69225,48119,0,106035,131728,0,83937,105470,0,1,
1992,49,11,13,71395,184000,90104,33511,0,0,0,97419,8569,15397,11664,8.95,24002,41489,1054354,11298,13996,30608,0,-1,1,1,38107,0,50.12,566280,0,15249,12096,8197,16210,12.5,340922,1157,1650800,46119,0,73810,138079,0,119999,178032,0,1,
1980,71,12,16,51054,104277,14960,44142,0,1,0,98713,13256,7701,11354,16.92,40802,32518,19836032,6414,16073,18101,0,9387,1,1,30829,1,73.67,472493,0,9569,8744,3820,12114,35.7,347005,0,51486,36293,1,116982,160085,1,143817,199083,0,1,
1990,51,2,4,82125,23445,31614,50677,0,0,0,101563,13268,8667,7125,21.93,6692,32027,62391,6790,13752,52322,0,15815,1,1,23575,0,76.68,520634,0,58776,9608,6164,19098,20.4,230410,0,54489,38549,0,92184,152099,0,77057,116681,0,1,
1992,12,4,2,99545,100300,74087,34759,0,1,0,77148,3889,9958,19888,28.01,40161,59366,33875,699,25472,40338,0,-1,2,1,3796,0,850.75,594673,0,2047,23936,12701,15541,19.9,479257,0,790452,55386,1,99920,159299,1,149095,241225,0,1,
1986,49,12,13,85894,152838,90927,53395,1,0,0,102530,2069,8344,13370,3.12,20867,30093,993895,463,18011,66437,0,19069,1,1,4204,0,1140.17,527901,0,584,3738,13103,9838,12.5,509491,0,69308,55639,0,106299,106302,0,84831,123451,0,1,
1992,21,6,7,68228,212000,8168,35513,1,0,0,73009,1515,5438,27564,7.03,65299,26040,399,184,16632,62621,0,-1,0,0,302,0,3110.15,572268,0,0,3970,18726,10149,27.5,572268,0,1125388,75233,1,96410,144565,1,165009,251904,0,1,
1994,52,5,2,45094,52000,110764,29373,0,1,1,81924,4590,57329,19518,28.01,33443,97142,34386,1567,25094,21725,0,51367,3,0,9294,1,381.35,597573,0,6697,14719,-1,9908,18.6,310715,0,528902,62974,0,118312,223284,0,98821,168045,0,1,
1980,44,2,5,42285,9700,169393,62278,0,0,0,116781,19347,7012,8513,1.19,1265,25064,28709,10108,11469,37651,0,6238,2,1,7080,0,45.55,460450,0,43587,6583,3427,5414,17.5,234862,172,35738,31958,0,42234,42236,0,92264,125372,0,1,
1986,23,3,3,79428,56621,45071,44965,0,0,0,103300,3886,6534,12590,1.17,15007,45318,693643,2095,20984,63137,0,21555,0,0,322,0,245.6,514522,0,12213,17800,6402,20663,33.7,354588,836,63851,43088,0,106505,201224,0,78720,130400,0,1,
1988,13,31,3,89585,326416,6341,36642,0,0,0,103376,5647,5489,11175,1.17,22244,42247,28662,2537,22365,52690,0,22500,0,0,162,0,203.45,516145,0,11262,14393,8615,18045,35.8,315870,1009,68680,47745,1,80904,160995,1,103802,220487,0,1,
1994,22,5,4,73947,61500,11635,62725,0,0,0,98210,10609,4688,10120,15.61,5863,26675,9375,3962,15552,81530,0,32210,1,1,2531,0,139.89,554240,0,35200,6435,-1,14582,25.1,73946,0,602347,49932,1,112492,220465,1,111031,159658,0,1,
1990,62,1,10,99792,20091,59106,30906,1,0,0,62702,1733,11348,19746,5.09,30781,42821,8892807,105,19680,28698,0,19226,1,1,4797,0,4587.56,481694,0,3,11793,12930,12757,18,481628,271,66147,50264,0,133922,191509,0,82176,128978,0,1,
1996,43,4,5,76798,150200,35481,26541,1,1,0,70727,4042,10608,30967,1.52,26323,36670,2198321,2153,18202,-1,0,37073,1,1,16386,0,261.1,562459,0,680,7860,15167,10790,9.6,431795,0,-1,64427,1,1,1,1,1,1,0,1,
1980,52,3,2,57272,10323,62036,69712,1,0,1,103167,234,10487,19298,2.32,18612,34024,31057,79,16051,53690,0,10022,0,0,2571,0,6213.3,490851,52661448,27,7486,9284,7160,24.5,490164,291,60141,40417,0,91189,91189,0,102293,134367,0,1,
1990,12,12,2,77330,41732,27803,35227,0,0,0,102084,3756,5122,16391,16.53,40103,39140,36417,891,22853,67722,0,27473,0,0,77,0,590.43,526072,0,6796,11165,9824,11102,19.9,323826,1168,71874,43632,1,165918,239537,1,107851,168390,0,1,
